"","uuid","question.name","issue","feedback","action","old.value","new.value"
"1845","59fb142a-06dc-4b444a-848285-6420ac3157fe","primary_income_source_other","other response, may need recording","","change","vJVgHisIozplhdVkwqYVfGBwdp",""
"1846","59fb142a-06dc-4b444a-848285-6420ac3157fe","secondary_income_sources_other","other response, may need recording","","change","rMVAAUryLijAjzwX",""
"1847","59fb142a-06dc-4b444a-848285-6420ac3157fe","hh_item_exp_other","other response, may need recording","","change","QyOkfJMVCTfHPQUjVPOtZduDRKwLrzENuBzkvAMnHrJb",""
"1848","59fb142a-06dc-4b444a-848285-6420ac3157fe","lower_income_reason_other","other response, may need recording","","change","IBiprqdKjdVQpP",""
"1849","59fb142a-06dc-4b444a-848285-6420ac3157fe","lower_income_challanges_other","other response, may need recording","","change","sYKPpOPbLEnqdmZBtg qgaIILxW bbiRGspyqSLKVHiifnpVEBSSJSsYeBkrUUFVX QotUboAxVrXxDDPP",""
"1850","59fb142a-06dc-4b444a-848285-6420ac3157fe","country_origin_other","other response, may need recording","","change","qxSuMOoemVuxinUJXUqLTPcUweZQLAlYUhGnZctixzpOukbSbLMIcfMHwzCNsznkRyQwOBPQdYHWqtQSDEYbUIEcj",""
"1851","59fb142a-06dc-4b444a-848285-6420ac3157fe","recent_dsip_factors_other","other response, may need recording","","change","NCmRbXGlRXhMjPoQvBbluJHroQLbgJqXSKUXDzSiFVCwZk",""
"1852","59fb142a-06dc-4b444a-848285-6420ac3157fe","hh_dsip_needs_other","other response, may need recording","","change","IUmpMzcIKHwLoNThOIH",""
"1853","59fb142a-06dc-4b444a-848285-6420ac3157fe","boys_security_concerns_other","other response, may need recording","","change","GmWZFyOxgDUdrQwvuOJBuInsu",""
"1854","59fb142a-06dc-4b444a-848285-6420ac3157fe","women_security_concerns_other","other response, may need recording","","change","JLqIzQEUMcIL ASdwcdQrpoicAxCocNdlVGteXEhFtSrsjRYVThjraAxLkAixtlozqQtaby IrSxEJJh WRYzgJUuqHQO",""
"1855","59fb142a-06dc-4b444a-848285-6420ac3157fe","men_security_concerns_other","other response, may need recording","","change","XrUUkZfAaUMEvUTmmdppCUiKrsGKknvWbCrEUwtEBnUMCOLgbiv sg eRh",""
"1856","59fb142a-06dc-4b444a-848285-6420ac3157fe","reasons_non_residing_children_other","other response, may need recording","","change","L PKRWqmZFhykKaxQGLeCUyUGlxQZYdJiKF",""
"1857","59fb142a-06dc-4b444a-848285-6420ac3157fe","child_empolment_act_other","other response, may need recording","","change","YOXHoSyfavqLRpFrnAlQWFriEfLvuNIetvmZ",""
"1858","59fb142a-06dc-4b444a-848285-6420ac3157fe","explosive_effects_other","other response, may need recording","","change","DSKbooRIQNhStxFwryd RoZXcTX SunFYfFYhYXHqVawMaVOUJHpqrLXbZCMuuFXJCKZcpkzHZ",""
"1859","59fb142a-06dc-4b444a-848285-6420ac3157fe","barriers_accessing_gbv_serv_other","other response, may need recording","","change","wJalJveaizLEfSOmieXGDWxPJKvgrvGByKcGbosxkpuCxkKtXBKnBSiEom LcXnqVvCicffTthuMrZRofusWwpVeGOVAUPPPqcf",""
"1860","59fb142a-06dc-4b444a-848285-6420ac3157fe","why_women_move_freely_other","other response, may need recording","","change","OqHKUyOLRUyqRZS ApR",""
"1861","59fb142a-06dc-4b444a-848285-6420ac3157fe","occupancy_arragement_other","other response, may need recording","","change","tyPlkqXpPklNtIqa ZhdsweMUXItdRmBRpSGzasIhDncInYicPZjYuTOTAdqUoDlalHxg XzGDOboyFwQORcuJkULOjaCYfI",""
"1862","59fb142a-06dc-4b444a-848285-6420ac3157fe","disp_prepetrators_other","other response, may need recording","","change","hKcQjkFyPZhkMiIFjPIggh YqiIvjALcMmwHeySEcLMjweDOa",""
"1863","59fb142a-06dc-4b444a-848285-6420ac3157fe","hh_problems_other","other response, may need recording","","change","yyOZemLtQe",""
"1864","59fb142a-06dc-4b444a-848285-6420ac3157fe","dropout_reason_other","other response, may need recording","","change","DtczISfqWGCNdlZaSlrhLu",""
"1865","59fb142a-06dc-4b444a-848285-6420ac3157fe","educ_barr_boys_other","other response, may need recording","","change","UFeQiBywEepppoepLjvbCHzTqyZNZnEAyoGMGRpDfkapfBgdD",""
"1866","59fb142a-06dc-4b444a-848285-6420ac3157fe","educ_barr_girls_other","other response, may need recording","","change","xCZyKXVzrukAKVhFXfWcXOTOghUgv arnXNPUDVGdxZKXQVqQHuTwjKbH",""
"1867","59fb142a-06dc-4b444a-848285-6420ac3157fe","educ_support_other","other response, may need recording","","change","gfupmLaiNTFECPPCYNoNcstTJUXuSJanzmGSPMhdwMFRlZkLIQlzaSvwBfSIYyWpDTSW",""
"1868","59fb142a-06dc-4b444a-848285-6420ac3157fe","school_transport_other","other response, may need recording","","change","T",""
"1869","59fb142a-06dc-4b444a-848285-6420ac3157fe","wash_drinkingwatersource_other","other response, may need recording","","change","keSIa",""
"1870","59fb142a-06dc-4b444a-848285-6420ac3157fe","water_type_access_probl_other","other response, may need recording","","change","rsxRSpdqMmadZBWeBFdpEtXVTYnwXOcbukvycPpaLdIOcKJkrmIXdFQFkmkxgS",""
"1871","59fb142a-06dc-4b444a-848285-6420ac3157fe","adopt_lack_water_other","other response, may need recording","","change","m",""
"1872","59fb142a-06dc-4b444a-848285-6420ac3157fe","sanitation_facility_other","other response, may need recording","","change","vLUclxIzaaK FLEqZcNVQCRUNpZkueeGHrrdzCUPryiOTTAeeX",""
"1873","59fb142a-06dc-4b444a-848285-6420ac3157fe","sanitation_problems_other","other response, may need recording","","change","bWqNiJHiBCVHlSRZLIdCkhVZajaezIJiOVtVFlFVjxmWgPUjuNCAAw",""
"1874","59fb142a-06dc-4b444a-848285-6420ac3157fe","adopt_sanitation_issues_other","other response, may need recording","","change","V LJHJKGiKsqkZxeYZfogplJRAnIteKUQDybdjLUInoCXcEvyyDEejUinjkGVFv PQtmVxsvWyBbX",""
"1875","59fb142a-06dc-4b444a-848285-6420ac3157fe","adopt_hygiene_issues_other","other response, may need recording","","change","BicAIx",""
"1876","59fb142a-06dc-4b444a-848285-6420ac3157fe","menstrual_problems_other","other response, may need recording","","change","NAgmePWNHElETvvSkhxzJoLsIjBYyhQItIpUeiSXuQszMKuRkRlMNOAX",""
"1877","59fb142a-06dc-4b444a-848285-6420ac3157fe","shelter_type_other","other response, may need recording","","change","VjGReNCmrrboJxsLHsoSDCHeRlUQQaG",""
"1878","59fb142a-06dc-4b444a-848285-6420ac3157fe","shelter_issues_other","other response, may need recording","","change","ahxUwJYjcbrFNFoeMoVE rHjHaJWeWUQeKRd WWIqzHlpMvkmRQWgAxkPIlaBz",""
"1879","59fb142a-06dc-4b444a-848285-6420ac3157fe","shelter_support_other","other response, may need recording","","change","OkqgVzJrfQCzyVtYiIkRKZNDkS VjfSGEVcUdWyoxrGcicAYTpSySGWZzsXpRCddNKpTUfJvxuskRhi",""
"1880","59fb142a-06dc-4b444a-848285-6420ac3157fe","nfi_needs_other","other response, may need recording","","change","pzvqT",""
"1881","59fb142a-06dc-4b444a-848285-6420ac3157fe","health_unmet_need_type_other","other response, may need recording","","change","GYXrURRcugxVaWhFRuMmmOsbozDu",""
"1882","59fb142a-06dc-4b444a-848285-6420ac3157fe","seek_healthcare_other","other response, may need recording","","change","pegpOM vgG hXFINHoUo uUoAlhtXWDsIa zjIo bdYlu xJImoIE BVaiAVIYtXHtbvDHlAhZQdyjqKXM",""
"1883","59fb142a-06dc-4b444a-848285-6420ac3157fe","unmet_healthcare_other","other response, may need recording","","change","xaIhqdFdURggxFET sgPuZJ Dj oyuhDqXFzmyYg QKXSfLhgYVgEkOKujKYJroLlNzF",""
"1884","59fb142a-06dc-4b444a-848285-6420ac3157fe","health_barriers_other","other response, may need recording","","change","FQLj UWDUVXCCDdGdwinenz jxIbRXghGzPSYAEQBGjsrgDhUYHhCzgtdxCQMEnYpriKgBdzwDoc",""
"1885","59fb142a-06dc-4b444a-848285-6420ac3157fe","health_transport_other","other response, may need recording","","change","tOdmMOxxEqlMaJSqT xtzfImOMXjVovuZgBWngFDTkOAHKHakfJutUMKZWqcfpdLWrijYlVSxUTb",""
"1886","59fb142a-06dc-4b444a-848285-6420ac3157fe","non_vacinated_children_other","other response, may need recording","","change","WqxNwmcUIeTgKvnyQmVlUKIKAqsCaH NKBkHRFPIhmoUYNVCfQGPgKX xt",""
"1887","59fb142a-06dc-4b444a-848285-6420ac3157fe","deliver_location_other","other response, may need recording","","change","PdoWhQqdKWmPLOwTzD",""
"1888","59fb142a-06dc-4b444a-848285-6420ac3157fe","delivery_assist_other","other response, may need recording","","change","B LXEPCOVQv",""
"1889","59fb142a-06dc-4b444a-848285-6420ac3157fe","reason_not_delivering_facility_other","other response, may need recording","","change","KqMTsCIgXMzsaarZgYQEKdNDOSFwCpFFthL gzGQNoytIRcaZSZGr",""
"1890","59fb142a-06dc-4b444a-848285-6420ac3157fe","health_support_other","other response, may need recording","","change","dKmUsVpYtJvIMGnQxgaAQkQuFR rAejtqZqygmxSBPLKTZvTRihyNNtXnbgdAJRFfOfAysNhhifMDfPWMRLfpYqpteAG",""
"1891","59fb142a-06dc-4b444a-848285-6420ac3157fe","mobile_services_other","other response, may need recording","","change","y MIBiXvYm",""
"1892","59fb142a-06dc-4b444a-848285-6420ac3157fe","infant_foods_other","other response, may need recording","","change","blsjyXIedoaEUKKZLFpmLrNldqqBoVihqMAkMibgDLuuIbfOzyxAlXUovluEw",""
"1893","59fb142a-06dc-4b444a-848285-6420ac3157fe","reason_livestock_decr_other","other response, may need recording","","change","mHvNwVeLpBxtuvk CtCPcuzXryAjMABMzoPdSofPpFoKHTFdmRGHNCGoaPeQNgFQF",""
"1894","59fb142a-06dc-4b444a-848285-6420ac3157fe","market_physical_barrirs_other","other response, may need recording","","change","iqkYPkGMDEKHZusglqxbzOnRscZNeuZMSSOTzVEvLiRjnPCJiMLawHhlz",""
"1895","59fb142a-06dc-4b444a-848285-6420ac3157fe","market_financial_barriers_other","other response, may need recording","","change","ooZbjKELhCQDyonjfHSDmYfXRynHoqOJRJwmPyvfRlQcrLdUcYgRtwRXumGoVprCfcDIbOThwAKGudbwVWPDInY tqda",""
"1896","59fb142a-06dc-4b444a-848285-6420ac3157fe","not_satisfied_aid_other","other response, may need recording","","change","cQGuXnAcUBPdQSkMPcEkuAtQpg hzuOUSJSQdvDxGPWzy",""
"1897","59fb142a-06dc-4b444a-848285-6420ac3157fe","why_not_satisfied_aid_workers_other","other response, may need recording","","change","XQWlimZYyqRjDV ECQpvQanLIwBOMtfA",""
"1898","59fb142a-06dc-4b444a-848285-6420ac3157fe","aid_access_barriers_other","other response, may need recording","","change","AnDsndQrSiMfJRnb",""
"1899","59fb142a-06dc-4b444a-848285-6420ac3157fe","denail_case_other","other response, may need recording","","change","qJowRSvzKWqRczHFAlUGtkelARVwmE",""
"1900","59fb142a-06dc-4b444a-848285-6420ac3157fe","hh_priority_needs_other","other response, may need recording","","change","J vIyuclBhDSDdKZmGUpnuerUngYrdhCiGICoKhOXriVwWCkPgsACQYybCg qTLnllHCtiINSppELUWbTfgKCDoAvjjLFurgZd",""
"1901","59fb142a-06dc-4b444a-848285-6420ac3157fe","prefer_type_assistance_other","other response, may need recording","","change","yuBasIhnucFeDB",""
"1902","59fb142a-06dc-4b444a-848285-6420ac3157fe","not_influence_other","other response, may need recording","","change","MwzwJsNKbjXqOWPNEmHlToVoxfsZHoUTyQmFCBRlMpdeoemFdnkpmGPUWHkyXFuabaMsoSTWgtcafchTrardSbmPV hzbJFiGel",""
"1903","59fb142a-06dc-4b444a-848285-6420ac3157fe","hh_aid_info_other","other response, may need recording","","change","ewEDqYqjzxRZVjRdOvCiYWyrEfGjoOKeoASBbvQefAQEnJXetJYq",""
"1904","59fb142a-06dc-4b444a-848285-6420ac3157fe","trusted_information_other","other response, may need recording","","change","zCAjgpLgmplkiCaPaWVdbbg",""
"1905","803e4f69-8c1f-4f4741-888783-21b4e90ac8d5","settlement_other","other response, may need recording","","change","sfSctarVgBYuyavslHEropEBeaMrohHcyyaCtohGmZGgXvpWhhGeYNqFHGYd",""
"1906","803e4f69-8c1f-4f4741-888783-21b4e90ac8d5","primary_income_source_other","other response, may need recording","","change","OMSKEFZuiAZFZaOfPDZLOHSwAqnhZvNEkatlnUfOwsbWtiwMvgywBXREHhQmnYhBtPFeQLMpzHYXStDJAOiOWnponGGzHgWEQC",""
"1907","803e4f69-8c1f-4f4741-888783-21b4e90ac8d5","secondary_income_sources_other","other response, may need recording","","change","WwJRnSGlqzvXGXoCIcerOXTRfuHcUf",""
"1908","803e4f69-8c1f-4f4741-888783-21b4e90ac8d5","hh_item_exp_other","other response, may need recording","","change","jYPORtVQOPcIcFOOJhqPwmEQlScZOStvYtFobXkb",""
"1909","803e4f69-8c1f-4f4741-888783-21b4e90ac8d5","lower_income_reason_other","other response, may need recording","","change","qICn eqFXPKqyxjjZbJ KueXZEqDPFYINpgmCjanggvcGawmROKUuDBwTNTjOkpZPFPqovS lNEzTXbvE bIhvVZToJAPGD",""
"1910","803e4f69-8c1f-4f4741-888783-21b4e90ac8d5","lower_income_challanges_other","other response, may need recording","","change","hEvqDPFmXvfEHrpJNfCrvNcOK",""
"1911","803e4f69-8c1f-4f4741-888783-21b4e90ac8d5","country_origin_other","other response, may need recording","","change","xwiQAkRhY mRHlYvpHBWjbyGX",""
"1912","803e4f69-8c1f-4f4741-888783-21b4e90ac8d5","recent_dsip_factors_other","other response, may need recording","","change","AoJAHBaMFgXdGfmQlJhvObMVFmqnGvMLWmxfcEBxGAPakaF",""
"1913","803e4f69-8c1f-4f4741-888783-21b4e90ac8d5","hh_dsip_needs_other","other response, may need recording","","change","LQOPUKLnCVEAvMRreRz AfdrYuLEsb KMUkpZwHGGvgsYLKxMxegWZdxKZXrlUvKwwJCMSwJSMzpunNrNL",""
"1914","803e4f69-8c1f-4f4741-888783-21b4e90ac8d5","boys_security_concerns_other","other response, may need recording","","change","UydxVURuPjjTRPAmVMhNDtBoCJxXAJfeZgVtuQQshXCTxR MjY",""
"1915","803e4f69-8c1f-4f4741-888783-21b4e90ac8d5","girls_security_concerns_other","other response, may need recording","","change","ginClVVTiyqJjPOdAsMrGFAv",""
"1916","803e4f69-8c1f-4f4741-888783-21b4e90ac8d5","women_security_concerns_other","other response, may need recording","","change","xUIvQEOYuRTYXVnZtAFNnrGXcWN",""
"1917","803e4f69-8c1f-4f4741-888783-21b4e90ac8d5","men_security_concerns_other","other response, may need recording","","change","IotRWOClZyJv cURelXLlPCxyeapmHNOGLvDqAcvinByjr",""
"1918","803e4f69-8c1f-4f4741-888783-21b4e90ac8d5","reasons_non_residing_children_other","other response, may need recording","","change","rJWSpjqpo",""
"1919","803e4f69-8c1f-4f4741-888783-21b4e90ac8d5","child_empolment_act_other","other response, may need recording","","change","UKMEFlr",""
"1920","803e4f69-8c1f-4f4741-888783-21b4e90ac8d5","explosive_effects_other","other response, may need recording","","change","QTKyyvBBHiFDJdAtUsxqZhjIVhedkvWS TQABiKqwrpjjATwhHjUOopVrZpDCxNgYpGSMHXwtoaxzJYS",""
"1921","803e4f69-8c1f-4f4741-888783-21b4e90ac8d5","barriers_accessing_gbv_serv_other","other response, may need recording","","change","lGSURkJttiNAylYSpDptHp RPMYbwgiqxgaDRcaD  gKFCnJdAMmvjKfTCcXIjOAG TjvYcARyXICXMSeJVrKQHdURSqCeIKRd",""
"1922","803e4f69-8c1f-4f4741-888783-21b4e90ac8d5","why_women_move_freely_other","other response, may need recording","","change","Ssdi xyAZqyQKBvVhfneVlngeVzAMgKemGbSvyaFtBpFMddaNDKScYSiXavLgpaEUINNJoTiZZiuIyvSEPPxtocRwyZhZ",""
"1923","803e4f69-8c1f-4f4741-888783-21b4e90ac8d5","occupancy_arragement_other","other response, may need recording","","change","YoWKfxsqSIzytOEJjSbHuDObqRxyhO L dfHWsSwcjlHv",""
"1924","803e4f69-8c1f-4f4741-888783-21b4e90ac8d5","disp_prepetrators_other","other response, may need recording","","change","iLikUJ l",""
"1925","803e4f69-8c1f-4f4741-888783-21b4e90ac8d5","hh_problems_other","other response, may need recording","","change","S",""
"1926","803e4f69-8c1f-4f4741-888783-21b4e90ac8d5","dropout_reason_other","other response, may need recording","","change","fwWbIztDDzUozOKBeetltOgJEOGzHQmcXLSvzHxaBvNcIynOnJoCVGMUjZwppdCsiWyrdVimtD rBulwZYTyVm GnxVyBMIxiqJ",""
"1927","803e4f69-8c1f-4f4741-888783-21b4e90ac8d5","educ_barr_boys_other","other response, may need recording","","change","wJZqmnvuKQjxKWQ",""
"1928","803e4f69-8c1f-4f4741-888783-21b4e90ac8d5","educ_barr_girls_other","other response, may need recording","","change","LrElwYKoqjbeDIWsmluspgkvVvfhCAVFYiQTQtJTAIUMQpBzdGECwqTGsVetKVwDtDFYdXUUlNck",""
"1929","803e4f69-8c1f-4f4741-888783-21b4e90ac8d5","educ_support_other","other response, may need recording","","change","QglOP IOEZKBRGSEZzP bBXzedrOSKTalDkfJWJNfN",""
"1930","803e4f69-8c1f-4f4741-888783-21b4e90ac8d5","school_transport_other","other response, may need recording","","change","FKGaEECQeKaaZztdFqlySSAfnfzrWUmBhplqmQwvxivUepOanib JqFNP NGISifzyVEUZNJJEdMgsxigYWuMOgjUsVYKkJKH",""
"1931","803e4f69-8c1f-4f4741-888783-21b4e90ac8d5","wash_drinkingwatersource_other","other response, may need recording","","change","liXxsOLxrJJVYMyefw",""
"1932","803e4f69-8c1f-4f4741-888783-21b4e90ac8d5","water_type_access_probl_other","other response, may need recording","","change","YZffYkKYoetiLEWJroFQohusxkKyxdjCECdnPNbOBHqBgxthhSi",""
"1933","803e4f69-8c1f-4f4741-888783-21b4e90ac8d5","adopt_lack_water_other","other response, may need recording","","change","xXPuZiwicGYIYCxDSrwVKDmSJqRuhyTxuWwxdAepWtWoyzfjYVWKfnTUQebGdiEFxXT zHDahOiSqSkgToKxbNwuVu Ehwif",""
"1934","803e4f69-8c1f-4f4741-888783-21b4e90ac8d5","sanitation_facility_other","other response, may need recording","","change","qVVOTLkZLJ sohLfoJIpaBEE bZVdIrTYuYETDcWjCHreGHyRorCRITnnYEpahjyFxGJBTtMZisN",""
"1935","803e4f69-8c1f-4f4741-888783-21b4e90ac8d5","sanitation_problems_other","other response, may need recording","","change","jjzMkckhFBMNIKctawWIOKUuqhpAimEQVqGmsbToTHjjpyVGjdOqoxkzDtwmXJDvdXbOTMp ffzlHN",""
"1936","803e4f69-8c1f-4f4741-888783-21b4e90ac8d5","adopt_sanitation_issues_other","other response, may need recording","","change","mMrQeHsejtoi eHbTFheQsVIcGjlYOqSocPTUmVDvFVFZiRFyyOcxaMDbegFbBsJyPpXrmEhUp  D",""
"1937","803e4f69-8c1f-4f4741-888783-21b4e90ac8d5","adopt_hygiene_issues_other","other response, may need recording","","change","YDCyYqJjbbVcpEIDOrmWWdNFZQNfgUnUM",""
"1938","803e4f69-8c1f-4f4741-888783-21b4e90ac8d5","menstrual_problems_other","other response, may need recording","","change","A mjJpvtVGEb HFnO YuUWWqqwCCiYsypxfmDKtxmL LmrRRTNajDOfIQtpKiv",""
"1939","803e4f69-8c1f-4f4741-888783-21b4e90ac8d5","shelter_type_other","other response, may need recording","","change","irxDgKkUwFHIeZMFWDEFZbJFEzKkv Sl JMJQCeyj uhjWV lhVyHePToQBIPqTVVKm",""
"1940","803e4f69-8c1f-4f4741-888783-21b4e90ac8d5","shelter_issues_other","other response, may need recording","","change","FFkGeDeNBJprxLaItZh",""
"1941","803e4f69-8c1f-4f4741-888783-21b4e90ac8d5","shelter_support_other","other response, may need recording","","change","ikAEZkNedfhkVqGltohu",""
"1942","803e4f69-8c1f-4f4741-888783-21b4e90ac8d5","nfi_needs_other","other response, may need recording","","change","f LMIeiUgtyxxDHjxPUzuiQCvIZSyGejOskKZqALrddmwcQpBSPhGAvJnkGFkAdYfyogAWYztgBuLKuvMSYDMOLOWdkG",""
"1943","803e4f69-8c1f-4f4741-888783-21b4e90ac8d5","health_unmet_need_type_other","other response, may need recording","","change","dfBXlMqahyfsVkP",""
"1944","803e4f69-8c1f-4f4741-888783-21b4e90ac8d5","seek_healthcare_other","other response, may need recording","","change","VXGHBlEAxduHFHxqgUvXhUvjxbdUXcFKadiBpkMIqqEQ QuM",""
"1945","803e4f69-8c1f-4f4741-888783-21b4e90ac8d5","unmet_healthcare_other","other response, may need recording","","change","KGdqXKIUliMSXAJYkXXTqHyelaamHviwxntQqFSCqNscyfyEIAjfLKxzFtzpgukvPeYdOSuJJqUjWHSg pYKAzBlou",""
"1946","803e4f69-8c1f-4f4741-888783-21b4e90ac8d5","health_barriers_other","other response, may need recording","","change","vimZgcFaIbgIiPCkRrlVVve",""
"1947","803e4f69-8c1f-4f4741-888783-21b4e90ac8d5","health_transport_other","other response, may need recording","","change","eJJAEwGxSSLFeHxLdNuVcEfAnkeTRcDPyQekmdNGAwsWTKMbsgtlJNEMip",""
"1948","803e4f69-8c1f-4f4741-888783-21b4e90ac8d5","non_vacinated_children_other","other response, may need recording","","change","EcyhhbyUnwTuchIAbAUUaTQw IBuxiVqjcluTGVEEInuSyAwBqnNEHbflCI",""
"1949","803e4f69-8c1f-4f4741-888783-21b4e90ac8d5","deliver_location_other","other response, may need recording","","change","xvZBgezMvhrMCJLDzYAvYWQsUSvrFqWSj bnaxKsEOnPRJUxSmfftOuCTAeJOXAvNkvspbIOGFNgvXlbpMdaJGPcf",""
"1950","803e4f69-8c1f-4f4741-888783-21b4e90ac8d5","delivery_assist_other","other response, may need recording","","change","qAuhsWGciqIAoVhSYxLJSIcCqLyzHocBKGcSukILtiVqzMBEcRn",""
"1951","803e4f69-8c1f-4f4741-888783-21b4e90ac8d5","reason_not_delivering_facility_other","other response, may need recording","","change","LcOo lvxEVWFu PUxdyGyOouiXiPM jFT",""
"1952","803e4f69-8c1f-4f4741-888783-21b4e90ac8d5","health_support_other","other response, may need recording","","change","hFbgvdnHUDvizwhMaoQGzHjGYaPVbgIqOBsvvEnlJvaNFHT",""
"1953","803e4f69-8c1f-4f4741-888783-21b4e90ac8d5","mobile_services_other","other response, may need recording","","change","MDiMxVpsgkHsvFe",""
"1954","803e4f69-8c1f-4f4741-888783-21b4e90ac8d5","infant_foods_other","other response, may need recording","","change","oYjQMjlXOmLaIUrPpNgINmIwMHBKbZPYZCRihvoiKogKJnTzP",""
"1955","803e4f69-8c1f-4f4741-888783-21b4e90ac8d5","reason_livestock_decr_other","other response, may need recording","","change","LaPIJBHRRkBjKzflmGoOrHNwPUbcGiIoSjuCGYAT",""
"1956","803e4f69-8c1f-4f4741-888783-21b4e90ac8d5","market_physical_barrirs_other","other response, may need recording","","change","tclvx",""
"1957","803e4f69-8c1f-4f4741-888783-21b4e90ac8d5","market_financial_barriers_other","other response, may need recording","","change","M  xvdhmuvweKsgsQXUbKhZKLfzRbXlNTLhvSgswkWlBHpEL InXTyxKPaNuYejPOtWlHPavuc",""
"1958","803e4f69-8c1f-4f4741-888783-21b4e90ac8d5","not_satisfied_aid_other","other response, may need recording","","change","xIZLHcZqPEx",""
"1959","803e4f69-8c1f-4f4741-888783-21b4e90ac8d5","why_not_satisfied_aid_workers_other","other response, may need recording","","change","GQcTQL MgrDRfhjgRggQsxD",""
"1960","803e4f69-8c1f-4f4741-888783-21b4e90ac8d5","aid_access_barriers_other","other response, may need recording","","change","WpXiXjTYPAlSIIhkwpLQkKOUGAVEqyJ",""
"1961","803e4f69-8c1f-4f4741-888783-21b4e90ac8d5","denail_case_other","other response, may need recording","","change","qvOFVQjkdnzmfZjOCpXepyDK d dRBqTEbAJucViTtGPGRDdLSEStmItiVM",""
"1962","803e4f69-8c1f-4f4741-888783-21b4e90ac8d5","hh_priority_needs_other","other response, may need recording","","change","kYdgabSPuVmVWZeDoXKNbxhcRjgQr",""
"1963","803e4f69-8c1f-4f4741-888783-21b4e90ac8d5","prefer_type_assistance_other","other response, may need recording","","change","YISpPJribkSGlkiNZepnqxyTmrQjCYaCEscQgtL",""
"1964","803e4f69-8c1f-4f4741-888783-21b4e90ac8d5","not_influence_other","other response, may need recording","","change","IGUiJmGsBlvuFGyltgRJsrUvLNpecncHxj",""
"1965","803e4f69-8c1f-4f4741-888783-21b4e90ac8d5","hh_aid_info_other","other response, may need recording","","change","nMUjYxPcRJnRhzHDQkpsEJpOyHLILdS Qu",""
"1966","803e4f69-8c1f-4f4741-888783-21b4e90ac8d5","trusted_information_other","other response, may need recording","","change","GOMLWvBB evrgZocELsXNnUsxJJTFpAFbwBMPzclIlkJjgjjwasddypzYaRXuK",""
"1967","197dbefc-69b4-454a41-ada8a7-f8c39d54e72a","settlement_other","other response, may need recording","","change","H bXnrkuvSFyit",""
"1968","197dbefc-69b4-454a41-ada8a7-f8c39d54e72a","primary_income_source_other","other response, may need recording","","change","sDjuKOSUweYYtOEeiMDlPIINCTPMdkYwdrthDoxqXotSvimsTphvM",""
"1969","197dbefc-69b4-454a41-ada8a7-f8c39d54e72a","secondary_income_sources_other","other response, may need recording","","change","Y KnXYHERTjRnlBVyrcYhh GPfpAnSOKpsJnzUKj pFzksByigW",""
"1970","197dbefc-69b4-454a41-ada8a7-f8c39d54e72a","hh_item_exp_other","other response, may need recording","","change","i kKwzwbtfJNQIAifAXPAqSssuPzDVmb vZ mOB",""
"1971","197dbefc-69b4-454a41-ada8a7-f8c39d54e72a","lower_income_reason_other","other response, may need recording","","change","NNLNeicYFOLkRKgdgkWpmUqbNVxTriqLmhqtYJNeVhLqTlS uCboqzE r",""
"1972","197dbefc-69b4-454a41-ada8a7-f8c39d54e72a","lower_income_challanges_other","other response, may need recording","","change","oIfjCqoFUBbnyOfHLkLMfkVoUWxzfuYxe cLtpadwMTjj",""
"1973","197dbefc-69b4-454a41-ada8a7-f8c39d54e72a","country_origin_other","other response, may need recording","","change","ithkZBMXVAgpkcioWrcqRtbovsNvBydIwsTJxLHSFjGh",""
"1974","197dbefc-69b4-454a41-ada8a7-f8c39d54e72a","recent_dsip_factors_other","other response, may need recording","","change","XKHefIgwunU",""
"1975","197dbefc-69b4-454a41-ada8a7-f8c39d54e72a","hh_dsip_needs_other","other response, may need recording","","change","SttTpRWiThgpgAdmZpTRxgt YKasclWdqvDOajSESeQlvRoLsUxMUHT",""
"1976","197dbefc-69b4-454a41-ada8a7-f8c39d54e72a","boys_security_concerns_other","other response, may need recording","","change","zbG oDGNYMpStCjwHmrdNTjqbThzItIOChsetofFbNvFdyudkvWkMadJox",""
"1977","197dbefc-69b4-454a41-ada8a7-f8c39d54e72a","girls_security_concerns_other","other response, may need recording","","change","XHEALydkgdcsCEUGwtcRgdLXXwYQiDkkLASRGokIhlhjVPPdgvrtzhZjX",""
"1978","197dbefc-69b4-454a41-ada8a7-f8c39d54e72a","women_security_concerns_other","other response, may need recording","","change","iOimuQIVhIWjCydPlgdLkYhEGM JkdsvFxtPMwyisSsNQhzdoIeaWFJVMkszXqCOxYITzBAv lJTgERLXz",""
"1979","197dbefc-69b4-454a41-ada8a7-f8c39d54e72a","men_security_concerns_other","other response, may need recording","","change","ibqHlMXQaTrtNEmIYWeQyIdIdxSwhxZIUNry EjrlBitTRcdWpcOCGdhj",""
"1980","197dbefc-69b4-454a41-ada8a7-f8c39d54e72a","reasons_non_residing_children_other","other response, may need recording","","change","FuvfKYyekWyYG",""
"1981","197dbefc-69b4-454a41-ada8a7-f8c39d54e72a","child_empolment_act_other","other response, may need recording","","change","HSKsQMMExbjJgJoRberMzfsMfG MUSOJTtQUDDogzyYOuAoQHBQWYlyCnRniaMqZiHQFXzRZcIXVVuYBCHDMpM",""
